id,application_dt,sample_cd,education_cd,gender_cd,age,car_own_flg,car_type_flg,appl_rej_cnt,good_work_flg,Score_bki,out_request_cnt,region_rating,home_address_cd,work_address_cd,income,SNA,first_time_cd,Air_flg
88,02JAN2014,train,SCH,M,25,N,N,0,0,-1.1041271,2,80,2,3,35000,1,2,N
89,02JAN2014,train,GRD,F,37,N,N,0,0,-2.03742799,1,50,1,1,39000,2,1,N
90,02JAN2014,train,UGR,M,40,Y,Y,0,1,-2.44723899,0,50,1,2,50000,3,1,N
91,02JAN2014,train,UGR,M,34,N,N,0,0,-1.63610008,1,80,2,3,45000,1,2,N
92,02JAN2014,train,GRD,F,29,N,N,0,0,-1.42025193,3,70,1,2,30000,1,4,N
93,02JAN2014,train,SCH,F,28,Y,Y,0,1,-2.28387606,3,60,2,3,40000,1,3,N
94,02JAN2014,train,SCH,F,25,N,N,0,0,-1.73067229,0,70,2,3,2400,2,3,N
95,02JAN2014,train,SCH,M,30,Y,N,0,0,-1.7714486,2,50,1,2,20000,4,1,N
96,02JAN2014,train,PGR,M,33,N,N,0,0,-1.10351119,0,60,1,3,35000,2,2,Y
97,02JAN2014,train,GRD,F,29,N,N,0,1,-1.84804286,0,50,1,1,15000,2,2,N
98,02JAN2014,train,GRD,M,32,N,N,0,1,-1.48819149,6,80,2,3,40000,1,1,N
99,02JAN2014,train,SCH,F,38,N,N,0,0,-1.16784999,4,70,2,3,45000,4,1,N
100,02JAN2014,train,SCH,M,24,N,N,0,0,-1.81173484,6,50,2,3,30000,1,1,N
101,02JAN2014,train,PGR,F,31,Y,Y,0,0,-2.70838601,0,70,1,1,120000,1,4,N
102,02JAN2014,train,SCH,F,53,Y,Y,0,0,-2.45939377,3,70,2,3,50000,1,3,N
103,02JAN2014,train,SCH,F,51,N,N,0,0,-1.89995317,1,80,2,3,17000,4,1,N
104,02JAN2014,train,GRD,M,42,Y,Y,0,0,-1.4668681,2,40,2,3,80000,3,2,N
105,02JAN2014,train,GRD,F,34,N,N,0,0,-2.36012274,0,60,2,3,30000,2,3,N
106,02JAN2014,train,SCH,F,42,Y,Y,0,1,-0.91343152,6,40,1,2,21000,1,3,N
107,02JAN2014,train,GRD,F,50,N,N,0,0,-1.96829407,1,50,1,1,50000,1,2,N
108,02JAN2014,train,SCH,M,45,N,N,0,0,-1.2348024,1,50,2,3,22000,4,3,N
109,02JAN2014,train,SCH,F,27,Y,Y,0,0,-1.81531642,0,60,2,3,250000,2,3,N
110,02JAN2014,train,SCH,M,38,N,N,0,0,-1.87230408,2,40,2,3,65000,2,3,N
111,02JAN2014,train,SCH,M,35,Y,Y,0,1,-2.51119676,0,80,2,3,150000,1,3,Y
112,02JAN2014,train,SCH,F,44,N,N,1,0,-2.23025953,4,80,2,3,35000,1,4,N
113,02JAN2014,train,SCH,F,39,N,N,0,0,-2.5470696,1,60,1,2,25000,1,3,N
114,02JAN2014,train,GRD,F,43,N,N,0,0,-1.97077146,2,40,3,3,30000,1,3,N
115,02JAN2014,train,GRD,F,34,Y,N,0,1,-0.71734782,3,40,1,2,50000,1,2,N
116,02JAN2014,train,GRD,M,46,Y,Y,1,1,-2.22500363,5,70,2,3,80000,2,1,Y
117,02JAN2014,train,GRD,M,40,N,N,0,0,-2.34855313,0,50,1,2,30000,1,2,Y
118,02JAN2014,train,GRD,M,27,Y,N,0,0,-2.0372771000000003,2,50,1,2,20000,2,2,N
119,02JAN2014,train,SCH,F,28,N,N,0,0,-1.58282748,2,80,1,3,40000,1,3,N
120,02JAN2014,train,GRD,F,34,N,N,1,1,-2.29663711,2,80,2,3,50000,1,4,N
121,02JAN2014,train,GRD,F,60,N,N,0,0,-2.36240801,0,40,1,1,8000,1,3,Y
122,02JAN2014,train,SCH,F,46,Y,Y,0,0,-1.79831123,6,80,2,3,115000,1,3,Y
123,02JAN2014,train,SCH,F,50,N,N,0,0,-3.06546949,3,80,2,3,35000,4,1,N
124,02JAN2014,train,SCH,M,51,N,N,0,1,-2.62179618,3,80,2,3,55000,1,4,Y
125,02JAN2014,train,SCH,F,25,Y,N,0,1,-2.46735111,0,50,1,2,7000,1,3,N
126,02JAN2014,train,SCH,M,25,Y,Y,0,0,-2.41850463,0,60,1,2,15000,2,1,N
127,02JAN2014,train,SCH,M,25,N,N,1,0,-2.02410005,3,70,2,3,55000,4,2,N
128,02JAN2014,train,SCH,M,26,N,N,0,0,-1.37160772,1,40,1,2,40000,3,3,N
129,02JAN2014,train,SCH,F,65,N,N,0,0,-2.19645157,1,60,2,3,30000,1,2,N
130,02JAN2014,train,GRD,F,40,N,N,0,0,-3.28385248,1,40,1,1,20000,1,4,N
131,02JAN2014,train,UGR,M,29,Y,Y,0,0,-1.59211949,1,40,2,3,50000,1,3,N
132,02JAN2014,train,GRD,F,46,N,N,0,0,-1.78249263,1,60,1,3,70000,1,3,N
133,02JAN2014,train,GRD,F,29,N,N,1,0,-2.20068695,2,80,2,3,300000,2,3,Y
134,02JAN2014,train,SCH,M,48,Y,Y,0,0,-2.90957221,2,80,2,3,27000,1,4,Y
135,02JAN2014,train,SCH,F,60,N,N,1,0,-2.19209244,4,40,1,1,35000,1,3,N
136,02JAN2014,train,UGR,F,26,N,N,0,1,-1.12525683,1,80,2,3,280000,1,3,N
137,02JAN2014,train,UGR,F,24,N,N,0,1,-1.70935141,0,70,1,2,35000,1,3,N
138,02JAN2014,train,ACD,F,35,Y,Y,0,1,-2.22843729,0,70,2,3,35000,1,4,N
139,02JAN2014,train,GRD,M,37,N,N,1,0,-1.16277544,2,40,2,3,100000,1,4,N
140,02JAN2014,train,SCH,M,43,N,N,0,0,-1.17685165,2,80,2,3,45000,1,3,N
141,02JAN2014,train,GRD,F,52,N,N,0,0,-2.36026649,3,60,1,3,30000,1,4,N
142,02JAN2014,train,GRD,F,38,N,N,0,0,-1.82032835,4,50,1,1,40000,1,4,Y
143,02JAN2014,train,SCH,M,31,N,N,0,0,-1.09087938,4,80,2,3,80000,1,3,N
144,02JAN2014,train,SCH,F,22,N,N,1,0,-1.64385447,1,60,1,2,15000,1,3,N
145,02JAN2014,train,GRD,M,33,Y,N,0,0,-2.38726804,1,80,2,3,130000,1,4,Y
146,02JAN2014,train,SCH,F,37,N,N,0,0,-2.77331068,3,50,2,3,15000,4,1,N
147,02JAN2014,train,GRD,M,42,N,N,1,0,-0.95702387,2,60,1,2,5000,1,3,N
148,02JAN2014,train,SCH,M,54,Y,Y,0,0,-1.30928144,0,50,2,3,60000,1,3,N
149,02JAN2014,train,UGR,M,27,N,N,0,1,-2.60844933,0,50,2,3,25000,3,3,N
150,02JAN2014,train,GRD,M,38,Y,Y,0,0,-2.7706226000000003,0,80,2,3,45000,3,3,N
151,02JAN2014,train,SCH,F,41,N,N,0,0,-1.9720473000000005,0,50,2,3,20000,1,3,N
152,02JAN2014,train,SCH,M,29,Y,N,1,0,-1.17983756,11,60,2,3,50000,2,1,N
153,02JAN2014,train,UGR,F,23,N,N,0,1,-2.73906647,0,80,2,3,35000,1,4,Y
154,02JAN2014,train,GRD,M,48,Y,Y,0,0,-2.18283313,0,80,2,3,100000,1,3,Y
155,02JAN2014,train,GRD,F,54,N,N,0,1,-0.94779233,4,40,1,1,32000,1,4,N
156,02JAN2014,train,SCH,F,31,N,N,0,0,-1.83443304,3,60,2,3,14500,2,2,N
157,02JAN2014,train,GRD,M,38,Y,Y,0,0,-2.3350168,2,60,1,3,96500,1,3,N
158,02JAN2014,train,GRD,M,39,Y,N,0,0,-1.98594082,2,50,1,2,25000,1,3,N
159,02JAN2014,train,GRD,F,44,N,N,0,1,-2.73305377,0,50,1,1,27500,1,3,N
160,02JAN2014,train,PGR,F,41,N,N,0,0,-0.71690377,3,60,1,2,75000,1,4,N
161,02JAN2014,train,GRD,M,26,Y,Y,1,0,-0.59230541,26,70,1,3,55000,1,1,N
162,02JAN2014,train,SCH,F,47,N,N,0,0,-2.76960031,0,60,1,2,20000,1,3,N
163,02JAN2014,train,GRD,F,41,N,N,0,1,-1.41901114,2,40,2,3,20000,4,1,N
164,02JAN2014,train,SCH,F,46,N,N,1,1,-1.08122774,8,30,2,3,40000,4,1,N
165,02JAN2014,train,GRD,F,27,N,N,0,0,-1.87965132,3,40,2,3,63800,2,1,N
166,02JAN2014,train,GRD,F,41,Y,Y,0,0,-1.72896334,1,60,1,1,125000,1,3,Y
167,02JAN2014,train,SCH,M,42,Y,N,0,0,-2.60737925,0,40,1,2,7000,2,3,N
168,02JAN2014,train,GRD,M,33,N,N,0,0,-1.77116292,2,80,2,3,216000,2,3,Y
169,02JAN2014,train,GRD,F,50,N,N,0,0,-1.40123197,0,60,1,1,60000,1,2,N
170,02JAN2014,train,PGR,F,40,N,N,0,0,-2.0113294,2,50,1,2,85000,1,3,Y
171,02JAN2014,train,SCH,M,42,N,N,0,0,-2.00734859,4,50,1,2,35000,4,2,N
172,02JAN2014,train,SCH,M,39,Y,N,0,1,-2.47613475,0,40,3,3,25000,1,3,N
173,02JAN2014,train,SCH,F,42,N,N,0,0,-2.53867702,5,50,2,3,35000,1,3,N
174,02JAN2014,train,SCH,M,38,Y,N,2,0,-2.61940462,0,40,2,3,20000,1,2,N
175,02JAN2014,train,GRD,F,45,Y,N,0,1,-2.72888532,0,80,2,3,35000,1,3,N
176,02JAN2014,train,SCH,F,29,N,N,0,1,-2.46449761,0,60,2,3,41000,2,3,N
177,02JAN2014,train,GRD,M,58,N,N,0,0,-1.28666221,8,40,1,2,70000,1,2,N
178,02JAN2014,train,SCH,F,51,N,N,0,0,-1.49247965,4,50,2,3,24000,2,4,N
179,02JAN2014,train,SCH,F,29,N,N,0,0,-2.45505836,5,60,2,2,40000,4,1,N
180,02JAN2014,train,SCH,M,29,N,N,0,0,-0.57586052,2,50,2,3,20000,4,2,N
181,02JAN2014,train,GRD,M,27,Y,Y,1,0,-2.57553346,0,80,2,3,450000,1,3,Y
182,02JAN2014,train,GRD,F,55,N,N,0,1,-1.60611608,2,40,1,1,65000,1,3,N
183,02JAN2014,train,SCH,M,37,N,N,1,0,-1.97369645,3,50,1,2,40000,1,1,N
184,02JAN2014,train,SCH,M,27,N,N,0,0,-1.89430161,6,50,2,3,28000,4,2,N
185,02JAN2014,train,GRD,F,31,N,N,0,0,-1.82782659,1,80,2,3,28000,1,3,N
186,02JAN2014,train,GRD,M,39,Y,Y,0,1,-1.65259735,1,60,2,3,30000,1,3,N
187,02JAN2014,train,GRD,M,38,N,N,0,0,-2.26299633,0,50,1,2,30000,1,3,Y
188,02JAN2014,train,SCH,M,33,N,N,0,0,-1.65842649,3,50,1,2,18000,2,3,Y
189,02JAN2014,train,GRD,F,33,N,N,0,0,-2.95332453,0,80,2,3,15000,1,4,Y
190,02JAN2014,train,SCH,F,61,N,N,0,0,-1.79986888,4,70,1,1,40000,2,3,Y
191,02JAN2014,train,SCH,F,39,Y,N,2,0,-2.74790138,1,60,1,1,150000,1,3,N
192,02JAN2014,train,GRD,M,39,N,N,0,0,-2.04009892,2,50,1,2,30000,1,4,N
193,02JAN2014,train,SCH,M,37,N,N,0,0,-2.17311018,0,60,2,3,18000,4,1,N
194,02JAN2014,train,PGR,F,39,Y,Y,0,1,-2.54354433,0,70,1,3,100000,1,4,Y
195,02JAN2014,train,SCH,F,41,N,N,0,0,-2.07862323,1,50,1,2,25000,4,1,N
196,02JAN2014,train,SCH,F,22,N,N,1,0,-2.24755474,2,50,1,2,20000,3,3,N
197,02JAN2014,train,SCH,M,59,Y,N,0,1,-2.74745274,5,50,2,3,25000,4,4,N
198,02JAN2014,train,SCH,F,34,N,N,0,0,-1.51203914,1,40,1,2,21000,1,2,N
199,02JAN2014,train,SCH,F,30,N,N,0,0,-2.11489028,1,70,1,1,22000,1,4,N
200,02JAN2014,train,UGR,F,28,N,N,3,0,-1.34832615,25,40,1,2,45000,2,3,N
201,02JAN2014,train,SCH,F,33,N,N,0,1,-1.53688752,2,60,2,3,15000,1,3,N
202,02JAN2014,train,GRD,M,33,Y,N,0,0,-2.38007329,2,60,1,2,60000,1,3,N
203,02JAN2014,train,GRD,M,35,Y,Y,0,0,-2.20022327,1,60,1,1,150000,1,4,N
204,02JAN2014,train,SCH,F,61,N,N,0,0,-2.09018749,1,70,1,1,22000,1,2,Y
205,02JAN2014,train,SCH,F,41,Y,N,0,0,-2.56057864,3,60,2,3,20000,2,3,N
206,02JAN2014,train,GRD,F,54,N,N,0,0,-1.56779126,1,40,1,2,29000,1,3,N
207,02JAN2014,train,SCH,M,42,N,N,0,0,-1.54260475,0,50,2,3,40000,4,1,N
208,02JAN2014,train,SCH,M,33,Y,Y,0,0,-1.98163272,4,60,1,2,40000,1,3,N
209,02JAN2014,train,SCH,M,48,Y,N,0,0,-2.74824109,0,60,1,2,30000,1,3,N
210,02JAN2014,train,GRD,F,51,N,N,0,1,-2.1885759,0,60,2,3,17000,1,3,N
211,02JAN2014,train,UGR,M,33,N,N,4,0,-1.51886002,10,70,1,3,55000,4,3,N
212,02JAN2014,train,GRD,M,33,N,N,0,0,-1.96874988,0,40,2,3,15000,1,3,N
213,02JAN2014,train,GRD,M,40,N,N,2,0,-2.12731504,0,50,2,3,30000,2,3,N
214,02JAN2014,train,GRD,F,63,Y,Y,1,0,-1.82776272,1,50,1,3,70000,1,4,N
215,02JAN2014,train,SCH,F,53,Y,Y,0,0,-0.91550148,10,70,2,1,60000,1,3,N
216,02JAN2014,train,SCH,M,26,N,N,0,0,-2.09014058,0,60,1,3,35000,3,1,N
217,02JAN2014,train,SCH,F,53,N,N,1,0,-3.06544921,0,20,2,3,6500,4,1,N
218,02JAN2014,train,SCH,M,43,Y,N,0,0,-1.55250243,2,50,1,2,35000,1,3,N
219,02JAN2014,train,GRD,F,45,Y,N,0,1,-1.76102275,5,50,1,2,21000,1,2,N
220,02JAN2014,train,SCH,M,64,Y,N,0,0,-1.67087778,1,80,2,3,18000,1,3,N
221,02JAN2014,train,SCH,F,64,N,N,0,0,-2.18025801,2,40,2,3,23000,1,4,N
222,02JAN2014,train,SCH,F,32,N,N,1,0,-3.02928175,2,40,1,2,32000,1,4,N
223,02JAN2014,train,UGR,F,28,N,N,0,0,-2.08270759,0,60,1,2,30000,2,3,N
224,02JAN2014,train,GRD,F,42,Y,Y,0,0,-2.2194591,1,60,1,3,65000,3,4,N
225,02JAN2014,train,GRD,F,28,N,N,0,1,-1.50830108,3,60,2,3,70000,1,3,Y
226,02JAN2014,train,GRD,F,46,Y,N,0,0,-2.34329258,0,70,1,1,45000,1,2,Y
227,02JAN2014,train,SCH,F,53,N,N,0,0,-2.16204744,6,50,2,2,18000,1,3,N
228,02JAN2014,train,SCH,F,56,N,N,0,0,-1.87648005,5,50,2,3,15000,1,4,N
229,02JAN2014,train,GRD,M,23,N,N,0,0,-1.87042066,0,50,2,3,15000,2,3,N
230,02JAN2014,train,GRD,M,33,N,N,0,1,-2.06093522,3,50,2,3,28000,1,4,N
231,02JAN2014,train,UGR,F,57,N,N,0,0,-1.71695637,2,60,2,3,7500,1,4,Y
232,02JAN2014,train,GRD,M,54,Y,Y,0,1,-2.75294976,1,80,2,3,150000,1,4,Y
233,02JAN2014,train,SCH,F,22,N,N,1,0,-1.42211505,0,80,2,3,45000,4,2,N
234,02JAN2014,train,SCH,F,50,N,N,0,1,-1.44583178,5,40,1,1,25000,1,3,N
235,02JAN2014,train,SCH,F,23,N,N,1,0,-1.50865261,0,60,1,2,15000,4,2,N
236,02JAN2014,train,SCH,F,38,N,N,0,0,-1.90034669,0,60,1,3,47000,4,1,N
237,02JAN2014,train,SCH,F,42,N,N,0,0,-2.32852367,5,40,2,3,15000,1,3,N
238,02JAN2014,train,UGR,F,44,N,N,0,0,-2.19190298,0,50,1,2,15000,2,2,N
239,02JAN2014,train,PGR,F,34,N,N,0,0,-2.33413963,0,80,2,3,50000,1,4,N
240,02JAN2014,train,SCH,F,64,N,N,0,0,-2.15517699,0,50,1,2,22000,1,3,N
241,02JAN2014,train,GRD,M,28,N,N,0,0,-2.18371889,2,80,2,3,75000,1,2,N
242,02JAN2014,train,ACD,M,62,Y,Y,0,0,-2.81590786,5,60,1,3,24800,1,4,N
243,02JAN2014,train,GRD,F,32,N,N,0,1,-1.64543417,0,80,2,3,48000,1,3,Y
244,02JAN2014,train,UGR,F,24,N,N,0,0,-1.78964923,2,40,1,1,15000,1,2,N
245,02JAN2014,train,UGR,F,23,N,N,0,0,-1.39919128,1,60,1,2,28500,1,4,N
246,02JAN2014,train,GRD,M,30,Y,Y,0,0,-2.78166903,0,60,1,2,50000,2,2,N
247,02JAN2014,train,SCH,M,30,N,N,0,0,-1.95766678,0,40,1,1,20000,1,4,N
248,02JAN2014,train,GRD,M,29,N,N,0,0,-2.67848131,0,80,2,3,55000,1,2,Y
249,02JAN2014,train,GRD,M,42,Y,Y,0,0,-1.91593858,0,50,1,1,15000,1,4,N
250,02JAN2014,train,GRD,M,26,Y,Y,1,0,-2.55587799,3,50,1,2,80000,4,3,N
251,02JAN2014,train,SCH,F,34,Y,N,1,0,-1.15979944,5,80,2,3,25000,1,4,Y
252,02JAN2014,train,SCH,M,36,N,N,0,0,-1.43893045,2,60,1,2,22000,1,4,Y
253,02JAN2014,train,GRD,F,30,Y,N,1,1,-1.40791622,5,60,1,2,35000,1,3,N
254,02JAN2014,train,ACD,M,35,N,N,0,1,-2.22500363,0,50,1,2,60000,1,4,N
255,02JAN2014,train,UGR,M,28,N,N,0,0,-2.13693734,0,60,1,1,30000,3,3,N
256,02JAN2014,train,GRD,M,42,Y,Y,0,0,-2.30149935,0,80,2,3,40000,1,4,Y
257,02JAN2014,train,GRD,M,33,N,N,0,0,-2.40597757,1,60,2,3,35000,1,3,N
258,02JAN2014,train,SCH,F,30,N,N,0,0,-1.47145295,1,40,3,3,12000,1,3,N
259,02JAN2014,train,GRD,M,27,Y,N,0,0,-2.41791862,1,60,1,2,45000,2,2,N
260,02JAN2014,train,SCH,F,42,N,N,0,0,-2.28701935,0,50,1,2,15000,2,3,N
261,03JAN2014,train,SCH,M,30,N,N,0,0,-1.84051457,0,70,1,3,36000,1,3,N
262,03JAN2014,train,GRD,M,26,Y,Y,1,0,-1.81346172,1,70,1,2,45000,1,4,Y
263,03JAN2014,train,UGR,M,40,Y,Y,0,0,-1.82886731,7,70,2,3,150000,1,3,Y
264,03JAN2014,train,GRD,M,31,Y,Y,0,0,-1.8907679,0,50,1,2,38000,1,3,N
265,03JAN2014,train,GRD,F,28,N,N,0,0,-1.96806686,0,80,2,3,85000,1,3,N
